deprivation,prior_count,density,group,target
0.287,1,-1.769,B,0
-0.985,0,0.267,A,0
-0.421,5,0.336,A,0
-0.372,1,0.973,A,0
-0.763,0,-1.098,B,1
-0.579,0,0.367,A,0
0.901,6,0.552,A,0
1.364,3,1.478,B,1
-0.313,3,0.852,A,0
-0.711,1,1.056,A,0
-0.081,5,0.152,A,0
0.084,3,-0.452,A,0
0.692,1,1.27,A,0
-0.396,2,-1.269,A,0
-0.542,3,1.526,A,0
2.452,5,0.792,A,1
-1.294,1,-0.336,A,0
0.901,0,-1.589,B,0
1.49,1,-0.07,A,1
-0.254,0,-0.635,B,1
0.44,1,-1.583,B,0
-1.677,0,-0.572,B,0
0.025,0,0.903,B,0
1.16,0,-0.01,B,1
0.12,4,-0.241,B,0
0.038,2,-1.568,A,0
1.734,3,-0.182,A,0
0.819,3,1.574,A,0
0.708,2,0.038,A,0
-0.811,1,-0.362,A,0
-2.445,0,0.748,B,0
0.373,0,1.265,B,0
0.006,2,1.38,A,0
0.763,1,0.344,A,0
0.125,1,-1.642,B,0
0.044,2,0.992,A,1
0.031,3,-0.392,A,0
-1.11,2,-0.527,B,0
-1.845,0,-0.974,B,0
-0.886,1,0.542,A,0
-1.103,1,0.957,B,0
-0.046,2,-0.668,A,0
-1.633,3,0.643,B,0
-0.476,1,1.099,A,0
1.929,6,0.366,A,0
-0.075,0,0.001,A,1
0.048,1,-0.152,A,0
0.016,1,-0.656,A,1
0.212,1,0.761,A,0
-0.526,2,1.139,B,1
-0.165,1,0.132,B,1
-0.542,2,-0.445,A,0
-1.493,1,0.492,A,0
1.173,1,-0.903,A,0
-0.882,0,1.257,A,0
1.601,1,1.141,A,1
-0.765,1,0.497,A,0
-1.359,1,-0.428,B,0
1.936,8,-0.192,B,0
-1.48,0,-1.74,B,0
-2.265,0,-0.766,A,0
-1.446,0,0.735,B,0
-0.138,3,-0.773,B,0
-1.338,4,2.387,B,0
-0.563,3,-0.496,A,0
-2.033,2,-0.928,A,0
1.087,1,0.337,A,0
0.42,4,0.382,A,1
-1.266,2,1.365,B,0
-2.316,0,-0.256,B,0
-0.904,0,-0.888,A,0
0.65,1,-0.583,A,0
1.077,4,1.203,A,0
-0.236,1,1.641,A,0
-0.501,0,-0.596,A,0
-0.579,4,-0.15,A,0
0.304,1,1.383,A,0
0.882,1,0.735,B,0
-0.143,3,-0.589,A,0
-0.374,3,-1.187,A,0
0.781,0,-0.677,B,0
1.494,3,0.823,A,0
-0.287,2,-1.519,A,1
0.085,1,0.176,B,0
-0.751,0,-0.393,A,0
0.08,2,-0.759,A,0
-0.927,0,-0.514,B,0
1.422,3,0.848,B,0
0.886,4,0.506,A,1
1.737,2,1.008,A,0
-0.56,0,-0.84,A,0
2.07,6,-1.706,A,1
0.245,1,0.157,A,0
-0.134,1,-0.04,A,0
1.258,4,-0.518,A,0
-1.021,1,-2.007,B,0
0.034,0,0.834,A,0
-0.156,3,-2.978,B,0
0.418,3,0.684,A,0
-0.444,0,0.638,A,0
-0.539,3,0.576,B,0
-0.381,1,-0.094,A,0
-0.29,1,-2.303,B,0
0.079,2,-1.634,A,0
1.288,4,-0.864,A,1
-2.156,2,1.82,B,0
0.766,2,0.926,A,0
-0.472,0,-0.211,B,0
-0.179,1,-0.643,A,0
-1.087,0,0.103,B,0
0.046,2,0.817,A,0
-0.391,1,0.271,A,0
-0.225,2,-1.421,A,0
0.583,3,1.406,B,1
0.635,1,0.452,B,0
1.42,4,-0.536,A,1
-0.592,2,0.323,A,0
0.682,2,1.185,A,0
0.634,3,0.356,B,0
0.088,1,0.412,A,0
1.685,3,1.504,B,0
-0.638,1,-0.653,B,0
0.151,4,-0.985,A,0
0.305,0,-0.47,A,0
-1.198,0,0.842,B,1
1.265,6,0.958,A,0
-0.107,2,0.161,A,0
0.437,3,-0.847,B,0
1.58,8,1.78,A,0
0.215,3,-1.161,A,0
0.04,1,-0.458,A,0
0.066,2,-0.704,B,1
-1.005,1,1.061,B,0
-0.381,2,-0.177,B,0
-0.151,1,1.645,A,1
0.098,3,0.801,A,0
1.379,3,-0.931,B,0
0.929,1,-0.317,B,1
-0.588,0,-0.534,A,0
-0.023,2,1.384,A,0
1.401,1,0.846,B,1
-1.724,1,-1.586,B,0
-0.227,0,0.525,A,0
-1.306,1,-0.063,B,0
2.443,8,-1.275,A,0
0.772,5,-0.827,B,0
-0.496,1,-0.216,B,0
-0.036,4,-2.213,B,0
-0.822,0,0.221,A,0
1.991,9,0.085,A,0
-2.293,1,-0.254,A,0
0.327,1,0.036,A,0
-0.071,3,-0.226,A,0
-1.029,1,-1.124,B,0
-0.251,2,-0.641,A,0
-1.621,2,-0.777,A,0
1.57,5,0.63,B,1
0.026,2,-1.065,A,0
0.915,7,-0.553,B,0
-0.485,3,0.027,A,0
1.345,8,-1.524,B,1
0.035,2,-0.456,A,0
1.073,3,0.023,A,0
0.567,1,0.154,B,1
-0.034,2,0.338,B,1
1.0,3,-0.773,A,0
4.185,14,-1.105,A,1
-1.131,1,-0.479,A,0
-0.121,4,0.183,B,0
-1.294,0,-0.302,A,0
0.415,3,-1.128,A,0
0.226,3,2.204,B,1
1.943,1,-0.801,A,0
-0.257,0,-1.337,A,0
0.952,7,-0.705,A,1
-2.08,0,0.863,B,0
0.152,0,0.569,A,1
-0.87,0,1.784,B,0
0.592,4,-1.012,A,0
1.151,1,-0.302,A,0
-0.6,1,1.013,A,0
0.541,2,-1.049,B,0
-0.357,0,1.159,A,1
0.047,0,0.035,A,0
0.411,3,-0.799,A,0
-1.004,1,-1.716,A,0
-0.999,0,0.522,A,0
0.867,2,1.476,A,0
-0.677,4,0.34,A,0
1.28,4,0.397,B,0
-1.775,2,0.264,A,0
0.935,2,0.922,B,1
0.008,1,1.227,A,0
-0.094,2,-2.884,A,0
0.147,2,-0.32,B,0
-1.446,0,-0.618,A,0
1.122,8,0.189,B,1
-0.43,2,-0.396,B,0
-0.834,3,0.445,A,0
2.165,4,0.334,A,0
-0.349,2,-1.916,A,0
-0.864,1,-2.177,B,0
0.813,4,0.756,A,0
0.263,1,-0.831,B,0
1.01,1,1.719,B,0
0.083,0,0.852,A,0
0.955,2,-1.788,A,1
2.052,3,-0.797,B,0
-0.758,1,0.24,A,0
-0.459,3,-0.446,A,0
-1.603,0,-0.173,B,0
0.38,3,-1.108,B,1
0.125,2,0.345,A,1
1.263,5,0.02,A,0
-0.029,5,0.756,B,0
-0.084,1,-0.048,A,0
0.196,4,-0.629,A,0
-0.234,1,0.137,A,0
0.368,3,0.363,A,1
0.226,0,0.002,A,0
0.539,0,1.228,A,1
-0.228,1,-1.086,B,0
0.55,0,0.909,A,0
0.617,2,-1.219,A,0
-0.326,1,0.653,B,1
-0.082,3,-2.055,A,0
-0.176,3,-0.299,B,0
-1.227,2,0.954,B,0
-0.486,2,-0.415,A,0
0.761,3,-0.104,B,0
0.846,4,0.263,A,0
0.339,3,-2.337,A,0
-1.013,0,0.282,B,0
0.979,1,-0.971,B,0
1.852,3,0.923,A,0
0.593,4,-0.124,B,1
-0.003,0,0.243,A,0
-0.864,2,-1.221,B,0
-0.014,1,0.763,A,0
-0.495,5,-0.07,A,0
-0.199,3,-1.552,A,0
1.289,3,-0.558,B,1
0.883,7,0.62,A,0
-0.343,1,0.083,A,0
0.088,1,0.658,A,0
-0.005,0,-0.416,A,0
-0.433,3,1.157,A,0
-1.343,3,1.356,A,0
0.828,2,-1.808,A,1
1.182,5,0.535,B,1
-0.607,1,1.459,A,0
-0.653,1,0.424,B,0
0.908,1,-0.096,B,1
-0.666,1,-1.38,A,0
-1.387,0,-0.365,A,0
-0.444,2,-0.564,B,1
1.356,8,0.827,B,0
-0.523,0,0.942,A,0
-0.648,2,-0.22,A,0
-0.471,2,-1.004,B,0
-1.151,2,-2.182,B,0
-1.318,2,0.535,B,0
-0.262,4,0.45,A,0
-1.403,2,-2.142,A,0
-0.398,2,0.466,A,0
0.263,2,0.818,A,0
0.377,2,-2.806,A,0
-0.141,0,-1.062,A,0
-1.198,2,2.434,B,0
-0.411,1,0.023,A,0
0.345,1,2.246,A,1
0.621,3,0.193,A,0
-0.273,0,1.075,A,0
-0.704,2,-0.331,A,0
0.083,4,-0.692,A,0
-0.354,3,-1.62,A,0
-1.018,0,0.52,A,0
0.307,1,-0.869,A,0
0.018,2,-0.977,A,0
-1.108,0,-1.576,A,0
-0.631,3,0.02,A,0
-0.19,2,0.75,B,0
-1.524,1,-0.249,A,0
-0.727,0,-0.336,B,0
0.632,5,1.521,A,0
-0.49,1,-1.622,A,0
-0.798,2,1.803,B,1
1.083,2,-1.356,A,1
0.35,3,-0.124,A,0
0.695,4,0.365,A,0
-0.785,2,0.977,A,0
-0.284,3,-1.602,B,0
-0.011,4,0.163,B,0
0.227,3,-0.617,B,0
2.286,3,0.993,A,1
0.084,2,-0.629,A,0
1.084,3,-1.94,A,0
2.288,7,0.364,B,1
1.716,5,-0.033,A,1
0.157,1,1.774,A,0
1.148,2,0.961,A,0
0.128,0,-0.88,B,0
-0.039,3,0.972,B,0
0.841,2,0.096,B,0
0.884,1,0.712,B,0
0.507,5,-0.759,B,0
-0.168,0,-0.38,A,0
-0.483,0,0.65,A,0
-1.207,0,0.73,A,0
0.162,0,-2.107,A,1
0.237,1,0.579,B,0
0.83,5,-0.845,A,0
-1.459,0,0.234,A,0
0.104,1,-1.654,B,0
-0.202,0,0.883,A,0
-0.058,1,0.676,A,1
1.245,6,-0.825,B,0
1.282,3,0.402,B,0
1.016,2,-0.037,B,0
0.094,1,0.605,A,0
-0.189,1,-1.384,B,0
1.204,4,-1.213,A,0
1.71,3,-0.732,A,1
1.599,2,-0.051,A,1
0.489,2,1.632,A,0
0.04,2,0.172,B,0
0.692,4,0.945,B,0
0.755,0,-0.876,A,0
-0.4,0,-0.572,B,1
-0.192,1,-0.676,A,0
3.047,8,-0.198,A,0
-0.4,0,0.667,A,1
0.852,4,-0.336,A,1
-0.514,1,-0.303,A,0
-0.124,0,0.581,B,0
-0.922,0,-0.507,B,0
-0.919,1,-0.774,B,0
0.617,3,-0.336,A,0
0.498,2,1.825,A,0
1.84,7,0.881,B,1
0.026,3,1.898,B,0
0.156,2,-1.302,B,0
-0.043,1,0.39,A,0
-0.973,2,-0.372,A,0
0.589,1,-0.313,B,0
-0.169,1,-1.541,B,0
-1.436,1,1.3,B,0
1.107,5,-1.622,B,0
-0.574,0,0.89,A,0
0.331,2,-0.394,A,0
0.366,1,-0.911,B,1
0.21,0,-0.955,B,0
-1.004,0,0.05,A,0
1.396,1,-0.366,A,1
-0.729,1,0.005,A,0
-2.456,1,-1.986,A,0
0.849,2,-2.065,A,0
0.816,5,-1.821,B,1
-1.195,1,0.802,A,1
-0.006,2,1.448,A,1
1.08,9,-0.264,A,1
1.412,3,0.744,A,0
0.612,1,0.347,A,0
0.827,5,1.169,A,1
0.717,5,1.205,B,0
-0.137,2,-1.236,A,0
-1.089,2,0.193,B,0
-0.261,1,0.857,A,0
1.124,1,0.861,B,0
1.115,2,0.767,B,0
0.203,1,-0.033,B,0
-0.333,3,0.676,B,0
1.735,4,-1.421,A,1
0.124,0,-1.372,A,0
0.637,1,1.509,A,0
-1.207,1,1.088,A,0
-0.056,1,1.583,A,0
1.086,2,-0.154,A,1
-1.369,1,-0.978,A,0
-0.039,3,-0.187,A,0
0.409,3,1.938,B,1
1.428,4,-0.839,B,1
0.976,2,-0.173,B,0
1.693,4,1.218,A,1
0.832,6,0.08,B,0
0.89,3,-0.388,A,1
-0.955,0,0.756,A,0
-0.984,0,-0.477,A,0
1.681,1,0.477,A,0
-0.453,1,-2.414,A,0
-0.542,0,-1.751,B,0
-2.308,0,-0.234,B,0
1.06,1,1.334,A,0
-1.119,1,-0.164,A,0
-0.82,1,-0.052,A,0
1.094,4,0.25,A,1
-2.209,1,-0.412,B,0
1.359,5,-1.609,A,0
-0.829,0,0.689,A,0
-0.147,4,0.266,A,0
-0.776,0,0.343,B,0
-1.33,3,-1.114,A,0
-0.759,2,1.527,B,0
-0.827,1,-0.43,A,0
-1.231,0,1.43,A,0
1.542,5,-2.11,A,1
-0.97,2,-0.426,B,0
-1.887,1,1.523,A,0
-2.064,1,-0.142,A,0
0.436,4,-2.455,A,0
-1.734,0,-0.96,A,0
-0.178,2,0.28,A,1
1.97,6,1.436,A,1
0.182,0,-0.288,A,0
0.324,3,1.095,A,0
-0.53,4,0.395,A,0
-0.013,1,-0.412,A,1
-0.216,2,0.787,A,1
0.309,2,0.96,B,0
1.657,4,-0.287,A,1
-0.427,0,-0.719,A,0
-0.788,2,-1.617,A,0
-0.076,0,0.418,A,0
0.96,1,-0.576,A,1
-0.338,2,0.522,A,0
0.267,3,0.293,A,0
0.511,2,0.352,B,1
2.153,7,-0.164,A,0
0.923,4,-1.276,A,0
-0.873,0,0.473,B,0
-2.191,1,0.838,B,0
0.15,1,2.325,A,0
-0.705,0,-0.594,A,0
-0.486,3,-1.047,B,0
-0.996,2,-1.167,A,0
-0.505,0,-0.05,B,0
-0.525,1,0.803,A,0
-0.116,1,0.891,A,0
-0.673,0,1.569,A,0
-0.717,4,0.385,A,0
0.53,0,-1.2,A,0
-0.003,1,0.24,A,0
0.004,3,-2.099,B,1
-0.049,4,-0.346,A,0
-0.895,1,-0.425,B,0
1.437,3,0.46,B,1
2.032,4,0.44,B,0
1.239,3,-0.739,B,0
-1.764,0,-0.71,A,0
-0.662,1,0.064,A,0
0.708,0,0.476,A,1
-0.75,1,0.736,B,1
-0.701,3,-0.486,A,1
-1.371,3,-0.049,A,0
-0.362,3,-1.042,A,0
-0.822,0,-1.029,A,0
-2.391,1,-1.933,A,0
1.151,5,-0.633,A,0
0.417,2,1.279,A,0
-1.336,3,1.417,A,0
0.868,2,0.567,A,0
0.127,4,1.006,A,0
1.159,8,0.81,B,1
0.734,2,0.173,B,0
-0.775,0,-2.436,A,0
0.669,4,2.266,B,1
0.711,2,-0.207,A,0
1.056,0,-0.212,A,0
0.997,4,1.461,B,0
2.078,5,0.16,A,0
0.953,2,2.518,A,0
-0.785,1,-0.831,B,0
0.177,2,1.036,B,0
-1.049,0,-0.245,A,0
1.209,5,0.1,A,0
-0.856,2,-0.881,B,0
2.231,2,-0.63,B,0
-0.292,2,1.29,B,0
-0.044,1,0.518,B,0
-0.465,0,0.423,B,0
-0.717,1,-1.632,A,0
-0.53,2,-1.604,A,0
0.232,4,-0.923,B,0
0.018,2,-0.396,A,0
-0.427,5,-0.103,A,0
0.306,1,0.316,A,0
-0.543,1,1.022,B,1
-0.005,2,1.47,A,0
1.766,3,0.194,A,0
-0.573,1,-0.846,A,0
-0.303,2,0.73,A,0
-1.155,0,0.184,A,0
-0.338,0,0.467,B,0
0.375,1,1.206,B,0
-0.529,1,-0.388,A,1
-1.134,2,1.456,A,0
0.361,3,-1.425,A,0
0.467,5,0.728,B,0
0.614,3,-0.651,A,0
-1.239,1,0.225,A,0
1.371,2,0.329,A,0
-0.488,1,-0.351,A,0
-1.008,0,-0.641,B,0
1.025,4,-0.85,A,0
1.335,3,0.287,A,0
-0.315,1,0.634,A,0
-0.833,1,1.821,B,0
0.442,0,-0.256,A,0
-1.332,1,-1.535,A,0
2.552,7,0.472,A,1
-1.032,1,-1.739,B,0
0.356,2,1.602,B,0
-0.161,3,0.758,B,0
-0.92,0,-1.008,A,0
-0.936,1,-1.585,B,1
1.128,3,-0.862,A,0
0.367,1,0.531,A,0
-0.696,2,-0.769,B,1
-0.56,0,0.743,B,0
-0.814,1,0.938,A,0
0.881,2,-0.572,A,0
0.922,1,0.884,A,0
0.527,4,1.208,B,0
0.254,2,0.566,B,0
0.627,4,0.545,B,1
-1.649,1,-0.562,A,0
0.275,0,2.031,A,1
1.068,3,-0.982,A,1
0.231,3,-0.443,B,0
0.053,3,0.939,B,1
-0.636,0,-0.376,A,0
-0.569,4,-0.3,A,0
-0.523,1,-1.361,A,0
0.223,0,-0.469,A,0
-0.485,1,2.414,A,0
-1.823,0,-0.36,A,0
0.798,1,1.279,A,0
0.522,1,-0.499,A,1
0.355,3,-1.066,B,1
-0.937,0,-0.779,A,0
-0.492,3,0.725,B,0
0.519,3,-2.182,B,0
0.026,2,1.705,A,0
-0.698,1,0.477,A,0
1.3,2,-0.374,A,0
-0.847,0,-0.794,B,1
-2.985,0,-0.522,B,0
0.087,2,1.151,B,0
0.13,0,-1.578,B,0
0.058,1,-0.055,A,1
0.402,3,1.129,A,0
-0.557,1,-2.026,A,0
1.026,5,-0.628,B,1
-1.366,1,-1.513,A,1
-0.021,0,-1.289,A,0
-0.626,2,0.217,B,0
1.007,0,0.649,B,0
-0.795,2,-0.41,A,0
0.071,1,-1.499,A,0
0.085,2,-0.866,B,0
0.196,4,0.397,A,0
-0.73,0,-0.036,B,0
0.366,3,-1.18,B,0
0.029,1,-0.488,A,0
0.343,1,0.78,B,0
1.574,4,0.201,B,0
0.116,0,-1.045,A,0
-0.995,1,0.255,A,1
1.961,1,-0.562,A,0
0.979,8,-0.646,B,1
0.654,3,0.132,B,0
-0.183,1,-1.098,A,1
0.74,1,-0.44,A,0
-2.057,0,1.047,A,0
1.546,7,2.47,A,1
0.896,2,-1.713,A,0
-0.177,1,-0.878,A,0
0.871,3,1.13,A,1
0.619,5,-1.256,B,1
-1.009,2,-0.128,B,0
0.179,1,1.797,B,0
0.375,3,-0.728,A,0
-0.134,0,-0.251,A,0
-0.219,1,-1.288,A,0
0.901,0,0.686,A,0
0.176,0,-1.789,A,0
1.878,1,-0.691,B,0
-0.653,1,-1.298,A,0
0.409,0,-0.321,A,0
-0.92,2,1.856,A,0
0.677,4,0.386,A,0
-1.114,0,0.239,A,0
0.288,5,0.296,A,0
1.181,1,-0.023,B,1
0.052,3,1.284,A,0
-0.991,0,0.774,A,0
0.945,2,-1.301,B,0
0.36,0,0.975,B,0
-0.085,3,0.235,B,1
-0.968,0,0.455,B,0
-1.61,0,-2.009,A,0
2.252,5,0.001,B,1
-0.573,0,-0.139,A,0
-0.993,0,-0.693,A,0
0.315,2,1.073,A,0
-1.018,0,-1.636,B,0
0.498,2,3.027,A,0
1.351,2,-1.118,A,0
-1.058,3,0.47,A,0
-0.299,2,0.214,A,0
0.431,5,1.168,B,1
-1.218,0,1.671,B,0
-0.911,0,-0.435,A,0
-0.117,0,0.176,A,0
1.961,6,-0.427,B,1
-0.853,1,-0.967,A,0
-0.283,3,0.034,A,0
2.48,7,-0.027,A,0
0.795,2,0.011,A,0
-1.694,1,-0.378,B,0
-0.234,0,0.34,B,0
0.585,0,0.782,A,1
1.447,1,-1.206,B,0
1.393,3,0.617,B,0
0.56,0,1.561,A,1
0.717,1,-1.276,A,0
-1.299,0,0.155,A,0
-0.693,0,0.454,B,0
-1.297,0,0.783,B,0
1.031,2,0.897,B,1
0.377,1,1.204,A,1
0.106,2,0.136,A,0
1.544,6,-0.997,A,0
0.538,2,-0.358,B,0
1.138,3,1.443,B,1
0.756,1,-0.88,B,0
0.854,0,0.519,A,0
-1.043,0,0.845,A,0
0.974,1,0.612,B,0
0.473,3,0.929,A,0
-0.409,3,-0.032,A,0
0.684,3,-0.101,A,0
1.286,1,1.816,A,0
-0.098,2,1.972,B,0
-0.75,2,1.446,B,0
-0.703,1,0.549,B,0
-1.395,2,-0.576,A,0
-0.169,1,0.137,A,0
0.59,2,-0.129,A,0
1.734,3,1.101,A,0
-0.806,0,0.39,B,0
0.359,4,0.584,A,0
0.023,1,-0.033,A,0
-0.009,0,-2.495,A,0
-1.53,2,1.312,B,0
-1.011,2,-0.064,B,0
1.815,3,0.968,B,1
1.009,3,-0.338,B,1
0.283,0,1.622,B,1
0.462,4,-0.535,A,0
0.743,1,-0.071,A,1
-0.448,0,0.016,A,0
-0.407,0,-1.508,B,0
-0.616,1,0.41,A,0
0.169,4,0.827,A,0
-1.151,1,0.42,B,1
-0.664,0,2.317,B,0
0.506,3,-0.891,A,0
-0.353,0,-1.725,B,0
-1.751,1,-1.191,A,0
-0.379,1,0.084,B,1
0.545,1,1.199,A,0
0.116,1,0.175,A,0
-1.69,2,-0.493,A,0
1.032,6,1.497,B,1
-0.246,2,-0.116,A,0
0.339,4,-1.374,A,0
1.045,3,0.999,B,0
-0.124,0,0.645,A,0
-1.909,1,0.238,A,0
1.756,5,1.622,A,1
-2.208,1,-0.104,A,0
-0.333,1,0.28,A,0
1.296,5,-0.976,A,1
-0.697,4,-0.704,B,0
-0.638,2,-0.474,B,0
-0.217,3,0.693,A,0
-0.181,4,-0.676,B,0
-0.86,3,-0.097,B,1
-0.636,1,-0.223,A,1
1.075,1,-0.053,B,1
-0.531,0,-0.764,A,0
0.502,4,-0.207,A,0
-0.913,4,-1.153,B,0
1.384,2,-0.04,A,0
0.938,1,-0.028,A,0
-0.09,3,0.073,A,0
0.641,2,0.559,A,0
1.522,1,1.809,A,0
-1.002,0,-1.659,B,0
-1.056,1,-0.371,A,0
0.374,0,-0.913,B,0
-1.293,1,0.312,B,0
-1.552,2,0.708,B,0
-1.603,1,-1.213,A,0
0.148,2,0.318,B,1
-2.035,0,0.865,B,0
-0.403,2,0.425,A,0
-3.43,1,-0.338,B,0
0.438,0,0.676,A,0
0.505,4,-0.255,B,0
-0.212,1,0.906,A,0
1.182,2,0.353,A,1
0.795,4,-0.188,B,0
-0.791,3,-1.258,A,0
-0.877,0,0.017,B,0
0.884,0,-1.072,B,0
0.685,3,-1.087,A,0
-0.269,1,-0.348,B,1
-1.76,1,-0.076,B,0
0.929,5,-1.194,A,0
0.067,3,-0.165,B,0
-0.058,2,-0.238,B,0
-2.839,0,-0.6,A,0
0.533,1,-0.257,B,1
-0.061,5,0.645,A,0
-0.54,1,-0.388,B,0
-0.837,2,0.581,A,0
0.111,2,-0.08,A,0
0.468,3,1.018,A,0
-0.382,0,0.812,B,0
0.559,1,-0.212,B,0
-1.152,3,-0.681,B,0
-0.652,1,0.485,B,0
0.686,0,-0.525,B,0
-0.404,1,-1.567,A,0
1.717,6,0.736,B,1
0.277,1,-0.612,A,0
-1.168,2,-2.07,B,0
-1.569,0,-0.076,B,0
0.784,2,0.936,B,0
-0.607,1,-0.59,B,1
0.917,1,-0.348,A,0
-0.54,0,0.499,A,0
0.242,3,-0.455,A,0
-0.335,0,-0.104,B,0
0.255,1,0.895,A,0
0.729,0,0.677,B,0
0.019,1,0.226,B,0
0.661,1,-1.667,B,1
-1.699,0,0.584,A,0
0.416,1,-0.395,A,0
0.023,2,0.49,B,0
-0.262,1,-1.517,A,0
-2.391,1,0.938,B,0
-1.669,2,-0.84,A,0
0.227,2,0.431,B,0
0.354,4,0.933,B,0
0.409,2,0.391,B,0
-0.007,1,0.386,A,0
-1.199,1,0.088,B,0
-1.028,1,-1.22,A,0
-2.109,1,1.325,A,0
0.125,4,1.095,A,0
1.906,4,-0.383,A,0
-0.092,3,-3.428,A,0
-0.76,1,1.007,A,0
0.026,4,-1.821,B,0
-0.136,2,0.532,B,0
-1.736,0,-0.729,A,0
0.254,4,0.48,B,0
-0.109,2,-1.007,A,0
-0.171,1,0.006,B,0
1.988,3,-1.706,B,0
-0.101,2,0.015,B,0
1.823,4,-0.004,A,1
-0.827,1,0.718,B,0
-1.51,2,-0.478,B,0
-0.81,1,0.283,A,0
1.173,3,-0.397,B,0
-0.759,0,0.454,A,0
-1.426,3,0.391,A,0
0.34,4,0.88,A,0
-0.383,1,-1.173,A,0
0.574,3,-0.091,A,0
-0.672,3,0.284,A,0
-0.923,3,1.819,B,0
1.659,4,1.983,A,0
-0.833,2,-1.359,B,0
-0.835,1,-0.615,B,0
0.462,2,-2.499,B,0
-2.787,2,2.196,A,0
0.733,3,0.318,A,0
1.788,4,0.581,B,1
0.865,2,-0.316,B,0
-1.041,0,-0.004,A,0
-0.723,1,1.129,B,0
0.064,1,-1.046,B,0
0.365,5,-1.129,B,0
1.614,2,-0.241,A,0
1.569,2,0.01,B,0
-0.215,5,0.555,A,0
-0.531,3,0.02,B,0
-0.782,1,-0.845,A,1
0.644,2,-0.381,A,0
1.08,2,0.177,B,1
0.068,2,0.661,B,0
-0.001,4,0.999,B,1
2.113,5,-0.275,B,0
0.68,4,-0.707,B,1
-2.053,1,-0.898,A,0
-0.034,0,1.167,A,0
0.201,2,-0.436,A,0
-0.269,4,-0.764,B,1
1.262,2,0.167,A,0
-0.33,3,1.614,A,0
-0.985,1,-0.924,B,0
-0.71,1,0.591,A,0
0.674,3,-0.455,A,0
-1.355,2,0.111,B,0
-0.493,1,0.811,A,0
0.847,1,1.216,B,0
-1.36,0,-0.53,A,0
-1.037,1,0.75,A,0
-1.695,0,0.237,B,0
-0.896,1,0.403,A,0
-0.522,1,1.236,B,0
-0.237,2,-0.711,B,1
-0.917,2,0.775,A,0
-0.382,2,0.157,A,0
0.98,1,1.184,B,1
0.334,1,0.41,B,0
2.134,5,-0.151,A,1
-0.673,1,0.871,B,0
-0.449,2,-0.568,B,1
0.154,1,-0.4,A,0
-0.514,2,-0.751,A,0
-0.027,3,-0.627,B,0
-1.918,0,-2.735,A,0
-0.371,2,-0.511,A,0
0.878,2,-0.074,A,0
1.904,5,0.76,A,0
1.449,3,-0.921,A,0
0.126,0,-0.5,B,0
0.481,3,-0.176,B,0
0.331,3,0.765,B,1
-0.554,0,0.18,A,1
-0.959,2,0.374,B,0
0.248,2,0.882,A,0
-0.11,2,0.503,A,0
0.839,3,-0.603,A,0
-2.381,0,1.71,A,0
-0.174,0,-1.902,A,0
1.209,1,0.898,B,1
0.576,2,0.44,A,0
-0.983,1,1.244,B,0
-1.309,0,-0.233,A,0
-0.046,4,-0.496,A,1
0.785,1,-1.102,B,0
0.516,0,-1.063,B,0
0.115,1,-0.167,A,0
0.642,3,-0.842,A,0
0.257,1,-0.711,B,0
0.599,5,-1.06,A,1
0.937,1,1.034,B,0
-0.445,4,-0.723,B,0
-0.886,1,0.402,B,0
0.729,1,-0.126,A,0
-0.511,2,0.347,A,1
-1.946,1,-0.262,A,0
1.427,2,0.775,A,1
0.254,1,0.614,B,0
0.209,1,1.209,A,0
-0.185,0,-0.661,A,0
0.837,2,-0.847,A,1
-1.283,0,-0.389,A,0
0.004,1,0.113,B,0
0.282,0,0.527,A,0
0.551,2,-0.627,B,0
-1.709,0,0.2,B,0
0.594,4,-0.183,B,1
-0.419,0,-0.266,B,0
-0.652,0,-0.009,B,0
-1.562,0,1.501,A,0
2.233,4,0.791,B,1
-0.128,0,1.049,A,0
0.246,0,0.362,B,1
-1.052,1,1.761,A,0
-1.529,1,0.89,A,0
0.815,2,-1.425,B,0
-1.35,1,0.728,B,0
1.304,3,0.338,B,1
1.801,3,0.622,B,1
-0.775,2,-1.5,B,0
-0.461,3,-1.464,B,0
-2.543,0,-0.095,A,0
-1.743,1,-1.756,A,0
0.632,0,0.703,B,0
1.255,5,0.148,A,1
-0.782,1,1.948,A,0
-0.63,2,0.375,B,0
-1.581,0,0.694,B,0
-1.13,1,0.579,A,0
1.329,4,0.079,A,0
0.31,1,0.118,A,0
-1.795,0,-0.056,B,0
0.566,4,-2.387,A,0
2.371,6,1.122,A,1
-0.394,5,1.132,A,0
-0.666,1,0.864,B,0
0.582,4,0.089,A,0
1.006,3,-0.135,B,0
0.822,0,-1.134,A,0
-0.317,1,-1.252,A,0
-0.421,1,-0.594,A,0
-1.724,0,0.203,A,0
-1.23,1,0.373,A,0
0.361,0,-0.515,A,1
-0.535,3,-1.304,A,0
0.246,1,-0.667,A,0
-0.239,3,-0.119,B,1
0.062,1,-1.562,A,0
0.019,1,0.183,B,0
0.746,3,1.612,B,0
0.849,4,-0.803,A,0
-0.017,3,2.119,A,0
-0.204,2,-0.705,B,0
-0.036,3,-0.223,A,1
-0.784,0,0.483,A,0
1.086,4,-0.046,A,0
-0.562,3,-1.695,A,0
